	cancer	sample	transposon_class	N_motifs_inTE	N_motifs_outsideTE	N_mutated_motifs_inTE	N_mutated_motifs_outsideTE	D_APOBEC_in	D_APOBEC_outside
353	BRCA	6c8e9197-fd16-4fed-bfda-e349cab26314	SVA	513537	350255774	495	318629	0.0009639032825288149	0.0009097037755043547
354	BRCA	6d7f44df-e9f0-4542-a6d8-d14ee7804002	DNA_transposons	11364604	339404707	10586	308824	0.0009314886818757609	0.000909898989703758
355	BRCA	6d7f44df-e9f0-4542-a6d8-d14ee7804002	LINE	74087089	276682222	68197	251213	0.0009204977671615631	0.0009079477466391029
356	BRCA	6d7f44df-e9f0-4542-a6d8-d14ee7804002	LTR	31965907	318803404	28878	290532	0.0009033999879934581	0.0009113202567937449
357	BRCA	6d7f44df-e9f0-4542-a6d8-d14ee7804002	RC_transposons	49644	350719667	49	319361	0.0009870276367738298	0.0009105876574637601
358	BRCA	6d7f44df-e9f0-4542-a6d8-d14ee7804002	SINE	45502579	305266732	44300	275110	0.0009735711903274757	0.0009012118621560111
359	BRCA	6d7f44df-e9f0-4542-a6d8-d14ee7804002	SVA	513537	350255774	496	318914	0.000965850561887459	0.0009105174665871461
360	BRCA	6dbc5c31-043b-40e9-bf1a-e7b4ec351b4d	DNA_transposons	11364604	339404707	10669	311316	0.0009387920599785087	0.0009172412567631244
361	BRCA	6dbc5c31-043b-40e9-bf1a-e7b4ec351b4d	LINE	74087089	276682222	68774	253211	0.0009282858987751563	0.0009151690273761066
362	BRCA	6dbc5c31-043b-40e9-bf1a-e7b4ec351b4d	LTR	31965907	318803404	29091	292894	0.0009100633371673139	0.0009187292115613671
363	BRCA	6dbc5c31-043b-40e9-bf1a-e7b4ec351b4d	RC_transposons	49644	350719667	51	321934	0.0010273144790911288	0.0009179240011082698
364	BRCA	6dbc5c31-043b-40e9-bf1a-e7b4ec351b4d	SINE	45502579	305266732	44639	277346	0.000981021317494993	0.0009085366039821201
365	BRCA	6dbc5c31-043b-40e9-bf1a-e7b4ec351b4d	SVA	513537	350255774	498	321487	0.000969745120604747	0.0009178635267837155
366	BRCA	6e839eaf-1dbb-43f5-8846-c980e05540c7	DNA_transposons	11364604	339404707	10724	313319	0.0009436316478779199	0.0009231427659605204
367	BRCA	6e839eaf-1dbb-43f5-8846-c980e05540c7	LINE	74087089	276682222	69211	254832	0.0009341843624062487	0.0009210277341201922
368	BRCA	6e839eaf-1dbb-43f5-8846-c980e05540c7	LTR	31965907	318803404	29267	294776	0.000915569203151345	0.0009246325362322668
369	BRCA	6e839eaf-1dbb-43f5-8846-c980e05540c7	RC_transposons	49644	350719667	51	323992	0.0010273144790911288	0.0009237919355118457
370	BRCA	6e839eaf-1dbb-43f5-8846-c980e05540c7	SINE	45502579	305266732	44911	279132	0.000986999000650051	0.0009143872251366061
371	BRCA	6e839eaf-1dbb-43f5-8846-c980e05540c7	SVA	513537	350255774	506	323537	0.0009853233554738996	0.0009237163924669518
372	BRCA	71fda5a9-7049-406f-9348-2c24f7ddf5f4	DNA_transposons	11364604	339404707	10763	314700	0.0009470633556611387	0.0009272116547281709
373	BRCA	71fda5a9-7049-406f-9348-2c24f7ddf5f4	LINE	74087089	276682222	69570	255893	0.000939030011018519	0.0009248624582753279
374	BRCA	71fda5a9-7049-406f-9348-2c24f7ddf5f4	LTR	31965907	318803404	29404	296059	0.0009198550192866419	0.0009286569600116315
375	BRCA	71fda5a9-7049-406f-9348-2c24f7ddf5f4	RC_transposons	49644	350719667	51	325412	0.0010273144790911288	0.0009278407532247115
376	BRCA	71fda5a9-7049-406f-9348-2c24f7ddf5f4	SINE	45502579	305266732	45099	280364	0.0009911306345954589	0.0009184230399531384
377	BRCA	71fda5a9-7049-406f-9348-2c24f7ddf5f4	SVA	513537	350255774	507	324956	0.0009872706348325437	0.0009277677175423238
378	BRCA	73936e8b-c893-4afd-bd1f-be90c06a4869	DNA_transposons	11364604	339404707	10786	315322	0.0009490871833281652	0.0009290442751579164
379	BRCA	73936e8b-c893-4afd-bd1f-be90c06a4869	LINE	74087089	276682222	69737	256371	0.0009412841149690738	0.0009265900719851816
380	BRCA	73936e8b-c893-4afd-bd1f-be90c06a4869	LTR	31965907	318803404	29458	296650	0.0009215443190771968	0.0009305107670682212
381	BRCA	73936e8b-c893-4afd-bd1f-be90c06a4869	RC_transposons	49644	350719667	51	326057	0.0010273144790911288	0.000929679828875978
382	BRCA	73936e8b-c893-4afd-bd1f-be90c06a4869	SINE	45502579	305266732	45192	280916	0.0009931744747918574	0.0009202312946436626
383	BRCA	73936e8b-c893-4afd-bd1f-be90c06a4869	SVA	513537	350255774	511	325597	0.00099505975226712	0.0009295978087144967
384	BRCA	74039acd-5aca-4c65-818c-3b577d295be0	DNA_transposons	11364604	339404707	10815	316119	0.0009516389660387638	0.0009313925042294714
385	BRCA	74039acd-5aca-4c65-818c-3b577d295be0	LINE	74087089	276682222	69919	257015	0.000943740683346325	0.0009289176519624742
386	BRCA	74039acd-5aca-4c65-818c-3b577d295be0	LTR	31965907	318803404	29530	297404	0.0009237967187979368	0.0009328758610118228
387	BRCA	74039acd-5aca-4c65-818c-3b577d295be0	RC_transposons	49644	350719667	51	326883	0.0010273144790911288	0.0009320349862216309
388	BRCA	74039acd-5aca-4c65-818c-3b577d295be0	SINE	45502579	305266732	45286	281648	0.0009952402917645614	0.0009226291976028361
389	BRCA	74039acd-5aca-4c65-818c-3b577d295be0	SVA	513537	350255774	516	326418	0.0010047961490603403	0.0009319418100442222
390	BRCA	7456abd5-303e-4e6f-bf4e-47efefc7310f	DNA_transposons	11364604	339404707	10844	317093	0.0009541907487493625	0.000934262234613028
391	BRCA	7456abd5-303e-4e6f-bf4e-47efefc7310f	LINE	74087089	276682222	70152	257785	0.0009468856307743445	0.0009317006280222804
392	BRCA	7456abd5-303e-4e6f-bf4e-47efefc7310f	LTR	31965907	318803404	29618	298319	0.0009265496517899523	0.0009357459683837002
393	BRCA	7456abd5-303e-4e6f-bf4e-47efefc7310f	RC_transposons	49644	350719667	51	327886	0.0010273144790911288	0.0009348948201413524
394	BRCA	7456abd5-303e-4e6f-bf4e-47efefc7310f	SINE	45502579	305266732	45417	282520	0.0009981192494605635	0.00092548571588207
395	BRCA	7456abd5-303e-4e6f-bf4e-47efefc7310f	SVA	513537	350255774	522	327415	0.0010164798252122048	0.0009347883013057766
396	BRCA	74b57d2c-a83f-4798-b86b-a533975e4cc0	DNA_transposons	11364604	339404707	10936	320086	0.0009622860594174685	0.0009430806155555174
397	BRCA	74b57d2c-a83f-4798-b86b-a533975e4cc0	LINE	74087089	276682222	70828	260194	0.0009560100276041349	0.0009404073674093885
398	BRCA	74b57d2c-a83f-4798-b86b-a533975e4cc0	LTR	31965907	318803404	29893	301129	0.0009351525673900008	0.0009445601779082635
399	BRCA	74b57d2c-a83f-4798-b86b-a533975e4cc0	RC_transposons	49644	350719667	51	330971	0.0010273144790911288	0.0009436910191865574
400	BRCA	74b57d2c-a83f-4798-b86b-a533975e4cc0	SINE	45502579	305266732	45875	285147	0.0010081846130084186	0.0009340913047806336
401	BRCA	74b57d2c-a83f-4798-b86b-a533975e4cc0	SVA	513537	350255774	524	330498	0.001020374383929493	0.000943590440282078
402	BRCA	7b08e810-f3c9-4155-ac11-f45a3a4f8b41	DNA_transposons	11364604	339404707	10995	321573	0.0009674776173459277	0.0009474618158433495
403	BRCA	7b08e810-f3c9-4155-ac11-f45a3a4f8b41	LINE	74087089	276682222	71136	261432	0.0009601672971656371	0.0009448818146328173
404	BRCA	7b08e810-f3c9-4155-ac11-f45a3a4f8b41	LTR	31965907	318803404	30038	302530	0.0009396886501609356	0.0009489547357530724
405	BRCA	7b08e810-f3c9-4155-ac11-f45a3a4f8b41	RC_transposons	49644	350719667	51	332517	0.0010273144790911288	0.000948099098189438
406	BRCA	7b08e810-f3c9-4155-ac11-f45a3a4f8b41	SINE	45502579	305266732	46069	286499	0.0010124481076116587	0.000938520218442932
407	BRCA	7b08e810-f3c9-4155-ac11-f45a3a4f8b41	SVA	513537	350255774	526	332042	0.001024268942646781	0.0009479986474113058
408	BRCA	7b0b60c7-5fa0-440e-937f-8d82119330d6	DNA_transposons	11364604	339404707	11016	322366	0.0009693254599984302	0.0009497982595745203
409	BRCA	7b0b60c7-5fa0-440e-937f-8d82119330d6	LINE	74087089	276682222	71331	262051	0.000962799334712692	0.0009471190382445316
410	BRCA	7b0b60c7-5fa0-440e-937f-8d82119330d6	LTR	31965907	318803404	30100	303282	0.0009416282165871282	0.0009513135562379378
411	BRCA	7b0b60c7-5fa0-440e-937f-8d82119330d6	RC_transposons	49644	350719667	51	333331	0.0010273144790911288	0.0009504200401741371
412	BRCA	7b0b60c7-5fa0-440e-937f-8d82119330d6	SINE	45502579	305266732	46184	287198	0.0010149754368867752	0.0009408100192195198
413	BRCA	7b0b60c7-5fa0-440e-937f-8d82119330d6	SVA	513537	350255774	526	332856	0.001024268942646781	0.0009503226633460152
414	BRCA	7cdbe0e8-f614-4f54-b864-fd6b39e8ef1c	DNA_transposons	11364604	339404707	11457	334864	0.0010081301557009817	0.0009866215556050024
415	BRCA	7cdbe0e8-f614-4f54-b864-fd6b39e8ef1c	LINE	74087089	276682222	74128	272193	0.0010005522014773722	0.0009837748086322655
416	BRCA	7cdbe0e8-f614-4f54-b864-fd6b39e8ef1c	LTR	31965907	318803404	31258	315063	0.0009778543120956963	0.0009882673649243721
417	BRCA	7cdbe0e8-f614-4f54-b864-fd6b39e8ef1c	RC_transposons	49644	350719667	55	346266	0.0011078881637257272	0.0009873013480022493
418	BRCA	7cdbe0e8-f614-4f54-b864-fd6b39e8ef1c	SINE	45502579	305266732	48045	298276	0.0010558742175910513	0.0009770995943311634
419	BRCA	7cdbe0e8-f614-4f54-b864-fd6b39e8ef1c	SVA	513537	350255774	537	345784	0.0010456890155918657	0.0009872328328840055
420	BRCA	84c77098-03d0-4b22-afb1-797703e85c6c	DNA_transposons	11364604	339404707	11591	338180	0.0010199211516740926	0.000996391602783517
421	BRCA	84c77098-03d0-4b22-afb1-797703e85c6c	LINE	74087089	276682222	74869	274902	0.001010553944156181	0.000993565824406311
422	BRCA	84c77098-03d0-4b22-afb1-797703e85c6c	LTR	31965907	318803404	31562	318209	0.0009873644442499317	0.0009981355155166411
423	BRCA	84c77098-03d0-4b22-afb1-797703e85c6c	RC_transposons	49644	350719667	56	349715	0.0011280315848843769	0.0009971354129963861
424	BRCA	84c77098-03d0-4b22-afb1-797703e85c6c	SINE	45502579	305266732	48485	301286	0.0010655439991654099	0.000986959823712464
425	BRCA	84c77098-03d0-4b22-afb1-797703e85c6c	SVA	513537	350255774	541	349230	0.0010534781330264421	0.0009970713573447044
426	BRCA	8691c87f-2468-44bb-a670-3dccd6da33c6	DNA_transposons	11364604	339404707	11968	348907	0.0010530943269118748	0.0010279969393588875
427	BRCA	8691c87f-2468-44bb-a670-3dccd6da33c6	LINE	74087089	276682222	77377	283498	0.0010444059962998412	0.0010246339571466938
428	BRCA	8691c87f-2468-44bb-a670-3dccd6da33c6	LTR	31965907	318803404	32630	328245	0.0010207750401075746	0.0010296157314556153
429	BRCA	8691c87f-2468-44bb-a670-3dccd6da33c6	RC_transposons	49644	350719667	57	360818	0.0011481750060430263	0.0010287931757188855
430	BRCA	8691c87f-2468-44bb-a670-3dccd6da33c6	SINE	45502579	305266732	49940	310935	0.0010975202086897097	0.001018568246735776
431	BRCA	8691c87f-2468-44bb-a670-3dccd6da33c6	SVA	513537	350255774	551	360324	0.0010729509266128828	0.001028745353388521
432	BRCA	8e03e773-5557-4e78-889b-4710c515378f	DNA_transposons	11364604	339404707	12004	350378	0.0010562620571733076	0.001032330998285183
433	BRCA	8e03e773-5557-4e78-889b-4710c515378f	LINE	74087089	276682222	77720	284662	0.0010490356828569685	0.0010288409495280112
434	BRCA	8e03e773-5557-4e78-889b-4710c515378f	LTR	31965907	318803404	32756	329626	0.0010247167396188696	0.0010339475547130608
435	BRCA	8e03e773-5557-4e78-889b-4710c515378f	RC_transposons	49644	350719667	57	362325	0.0011481750060430263	0.0010330900547986662
436	BRCA	8e03e773-5557-4e78-889b-4710c515378f	SINE	45502579	305266732	50136	312246	0.0011018276568455602	0.001022862851625771
437	BRCA	8e03e773-5557-4e78-889b-4710c515378f	SVA	513537	350255774	562	361820	0.0010943709995579675	0.0010330165178090683
438	BRCA	8f558713-f32b-403b-aedf-c79efeb41c67	DNA_transposons	11364604	339404707	12021	351038	0.001057757929796762	0.0010342755794485784
439	BRCA	8f558713-f32b-403b-aedf-c79efeb41c67	LINE	74087089	276682222	77878	285181	0.0010511683081515053	0.0010307167476774131
440	BRCA	8f558713-f32b-403b-aedf-c79efeb41c67	LTR	31965907	318803404	32804	330255	0.001026218339432696	0.0010359205574856408
441	BRCA	8f558713-f32b-403b-aedf-c79efeb41c67	RC_transposons	49644	350719667	57	363002	0.0011481750060430263	0.0010350203714124763
442	BRCA	8f558713-f32b-403b-aedf-c79efeb41c67	SINE	45502579	305266732	50230	312829	0.0011038934738182642	0.0010247726568514515
443	BRCA	8f558713-f32b-403b-aedf-c79efeb41c67	SVA	513537	350255774	563	362496	0.0010963182789166116	0.001034946535956321
444	BRCA	9032b7fe-e38a-4641-a45e-67041668adc4	DNA_transposons	11364604	339404707	12067	352645	0.001061805585130815	0.0010390103399479371
445	BRCA	9032b7fe-e38a-4641-a45e-67041668adc4	LINE	74087089	276682222	78256	286456	0.001056270411704258	0.0010353249223218975
446	BRCA	9032b7fe-e38a-4641-a45e-67041668adc4	LTR	31965907	318803404	32964	331748	0.0010312236721454517	0.0010406036944323217
447	BRCA	9032b7fe-e38a-4641-a45e-67041668adc4	RC_transposons	49644	350719667	58	364654	0.001168318427201676	0.001039730686103782
448	BRCA	9032b7fe-e38a-4641-a45e-67041668adc4	SINE	45502579	305266732	50439	314273	0.0011084866200660845	0.001029502946295504
449	BRCA	9032b7fe-e38a-4641-a45e-67041668adc4	SVA	513537	350255774	565	364147	0.0011002128376339	0.0010396602341236493
450	BRCA	97064332-1d4f-4571-93ff-354ffe6d7df9	DNA_transposons	11364604	339404707	12085	353386	0.0010633894502615313	0.0010411935742541132
451	BRCA	97064332-1d4f-4571-93ff-354ffe6d7df9	LINE	74087089	276682222	78440	287031	0.001058753975338402	0.0010374031187301944
452	BRCA	97064332-1d4f-4571-93ff-354ffe6d7df9	LTR	31965907	318803404	33046	332425	0.001033788905160739	0.001042727260214574
453	BRCA	97064332-1d4f-4571-93ff-354ffe6d7df9	RC_transposons	49644	350719667	58	365413	0.001168318427201676	0.0010418948076841097
454	BRCA	97064332-1d4f-4571-93ff-354ffe6d7df9	SINE	45502579	305266732	50531	314940	0.0011105084834861778	0.0010316879207132208
455	BRCA	97064332-1d4f-4571-93ff-354ffe6d7df9	SVA	513537	350255774	566	364905	0.001102160116992544	0.0010418243668982314
456	BRCA	987528ac-437a-4eb8-a335-4f2076d5c006	DNA_transposons	11364604	339404707	12154	355364	0.0010694609332626108	0.0010470214250741078
457	BRCA	987528ac-437a-4eb8-a335-4f2076d5c006	LINE	74087089	276682222	78869	288649	0.0010645444579419228	0.0010432509827104106
458	BRCA	987528ac-437a-4eb8-a335-4f2076d5c006	LTR	31965907	318803404	33220	334298	0.0010392322044858605	0.0010486023543211603
459	BRCA	987528ac-437a-4eb8-a335-4f2076d5c006	RC_transposons	49644	350719667	58	367460	0.001168318427201676	0.0010477313780068113
460	BRCA	987528ac-437a-4eb8-a335-4f2076d5c006	SINE	45502579	305266732	50814	316704	0.0011167279111805948	0.0010374664737459829
461	BRCA	987528ac-437a-4eb8-a335-4f2076d5c006	SVA	513537	350255774	573	366945	0.0011157910725030523	0.0010476486820171593
462	BRCA	987d41ee-6bab-490c-b0f2-bf28c0089de9	DNA_transposons	11364604	339404707	12380	361348	0.0010893472399038278	0.0010646522942888944
463	BRCA	987d41ee-6bab-490c-b0f2-bf28c0089de9	LINE	74087089	276682222	80241	293487	0.0010830632041704325	0.0010607367465770895
464	BRCA	987d41ee-6bab-490c-b0f2-bf28c0089de9	LTR	31965907	318803404	33786	339942	0.001056938568957233	0.001066306054875123
465	BRCA	987d41ee-6bab-490c-b0f2-bf28c0089de9	RC_transposons	49644	350719667	59	373669	0.0011884618483603256	0.001065434976020321
466	BRCA	987d41ee-6bab-490c-b0f2-bf28c0089de9	SINE	45502579	305266732	51644	322084	0.0011349686355140443	0.0010550904053311645
467	BRCA	987d41ee-6bab-490c-b0f2-bf28c0089de9	SVA	513537	350255774	580	373148	0.0011294220280135608	0.0010653585970577034
468	BRCA	98bb3025-0637-4106-8621-12df7b5d662f	DNA_transposons	11364604	339404707	13719	399328	0.0012071692071276747	0.0011765541012370227
469	BRCA	98bb3025-0637-4106-8621-12df7b5d662f	LINE	74087089	276682222	88830	324217	0.001198994334896867	0.001171802791145721
470	BRCA	98bb3025-0637-4106-8621-12df7b5d662f	LTR	31965907	318803404	37405	375642	0.0011701529382538716	0.001178287293318863
471	BRCA	98bb3025-0637-4106-8621-12df7b5d662f	RC_transposons	49644	350719667	63	412984	0.0012690355329949238	0.001177533052345194
472	BRCA	98bb3025-0637-4106-8621-12df7b5d662f	SINE	45502579	305266732	57169	355878	0.0012563903246011615	0.0011657935919463377
473	BRCA	98bb3025-0637-4106-8621-12df7b5d662f	SVA	513537	350255774	620	412427	0.0012073132023593237	0.0011775023586049435
474	BRCA	9c70688d-6e43-4520-9262-eaae4e4d597d	DNA_transposons	11364604	339404707	13736	400090	0.0012086650797511291	0.0011787992085802157
475	BRCA	9c70688d-6e43-4520-9262-eaae4e4d597d	LINE	74087089	276682222	89024	324802	0.0012016128748154756	0.0011739171301002492
476	BRCA	9c70688d-6e43-4520-9262-eaae4e4d597d	LTR	31965907	318803404	37472	376354	0.0011722489213273379	0.0011805206446290014
477	BRCA	9c70688d-6e43-4520-9262-eaae4e4d597d	RC_transposons	49644	350719667	63	413763	0.0012690355329949238	0.0011797541995271113
478	BRCA	9c70688d-6e43-4520-9262-eaae4e4d597d	SINE	45502579	305266732	57279	356547	0.0012588077699947514	0.001167985118011484
479	BRCA	9c70688d-6e43-4520-9262-eaae4e4d597d	SVA	513537	350255774	623	413203	0.0012131550404352559	0.0011797178823952806
480	BRCA	9ddf2119-a222-4fa5-a9f3-0bec7eeea36b	DNA_transposons	11364604	339404707	14036	408238	0.0012350628319297355	0.001202805946942863
481	BRCA	9ddf2119-a222-4fa5-a9f3-0bec7eeea36b	LINE	74087089	276682222	90840	331434	0.0012261245680742026	0.0011978868667608142
482	BRCA	9ddf2119-a222-4fa5-a9f3-0bec7eeea36b	LTR	31965907	318803404	38236	384038	0.0011961493850307454	0.0012046232730940352
483	BRCA	9ddf2119-a222-4fa5-a9f3-0bec7eeea36b	RC_transposons	49644	350719667	63	422211	0.0012690355329949238	0.0012038418136385834
484	BRCA	9ddf2119-a222-4fa5-a9f3-0bec7eeea36b	SINE	45502579	305266732	58376	363898	0.001282916293601732	0.0011920656981383743
485	BRCA	9ddf2119-a222-4fa5-a9f3-0bec7eeea36b	SVA	513537	350255774	635	421639	0.0012365223927389847	0.001203803138445906
486	BRCA	a6c14ebc-81a2-44f7-af87-2b7ec85e5696	DNA_transposons	11364604	339404707	14076	409303	0.0012385825322202165	0.0012059437938201605
487	BRCA	a6c14ebc-81a2-44f7-af87-2b7ec85e5696	LINE	74087089	276682222	91078	332301	0.0012293370036444541	0.0012010204255190635
488	BRCA	a6c14ebc-81a2-44f7-af87-2b7ec85e5696	LTR	31965907	318803404	38352	385027	0.0011997782512474932	0.0012077254984391571
489	BRCA	a6c14ebc-81a2-44f7-af87-2b7ec85e5696	RC_transposons	49644	350719667	63	423316	0.0012690355329949238	0.001206992478126412
490	BRCA	a6c14ebc-81a2-44f7-af87-2b7ec85e5696	SINE	45502579	305266732	58525	364854	0.0012861908332712307	0.0011951973856096445
491	BRCA	a6c14ebc-81a2-44f7-af87-2b7ec85e5696	SVA	513537	350255774	637	422742	0.001240416951456273	0.0012069522656891303
492	BRCA	a85cf239-ff51-46e7-9b88-4c2cb49c66b9	DNA_transposons	11364604	339404707	14138	411120	0.0012440380676704617	0.0012112972846896905
493	BRCA	a85cf239-ff51-46e7-9b88-4c2cb49c66b9	LINE	74087089	276682222	91513	333745	0.0012352084720186536	0.001206239409194856
494	BRCA	a85cf239-ff51-46e7-9b88-4c2cb49c66b9	LTR	31965907	318803404	38541	386717	0.0012056908005144355	0.0012130265710713678
495	BRCA	a85cf239-ff51-46e7-9b88-4c2cb49c66b9	RC_transposons	49644	350719667	63	425195	0.0012690355329949238	0.0012123500333957604
496	BRCA	a85cf239-ff51-46e7-9b88-4c2cb49c66b9	SINE	45502579	305266732	58766	366492	0.0012914872363608226	0.0012005631848543523
497	BRCA	a85cf239-ff51-46e7-9b88-4c2cb49c66b9	SVA	513537	350255774	641	424617	0.0012482060688908492	0.0012123054964969684
498	BRCA	a876398c-5b1d-444f-a360-5fe2db697480	DNA_transposons	11364604	339404707	14217	413649	0.0012509894757441614	0.001218748566147611
499	BRCA	a876398c-5b1d-444f-a360-5fe2db697480	LINE	74087089	276682222	92109	335757	0.0012432530585727293	0.0012135112894965836
500	BRCA	a876398c-5b1d-444f-a360-5fe2db697480	LTR	31965907	318803404	38740	389126	0.0012119161830759252	0.0012205829521192942
501	BRCA	a876398c-5b1d-444f-a360-5fe2db697480	RC_transposons	49644	350719667	63	427803	0.0012690355329949238	0.001219786171843052
502	BRCA	a876398c-5b1d-444f-a360-5fe2db697480	SINE	45502579	305266732	59265	368601	0.0013024536477371975	0.001207471897068692
503	BRCA	a876398c-5b1d-444f-a360-5fe2db697480	SVA	513537	350255774	644	427222	0.0012540479069667813	0.001219742918499325
504	BRCA	aa58c09a-7799-4675-8310-d270224b163e	DNA_transposons	11364604	339404707	14224	414038	0.0012516054232949957	0.0012198946904999758
505	BRCA	aa58c09a-7799-4675-8310-d270224b163e	LINE	74087089	276682222	92186	336076	0.0012442923759631048	0.0012146642367213605
506	BRCA	aa58c09a-7799-4675-8310-d270224b163e	LTR	31965907	318803404	38773	389489	0.0012129485329479312	0.0012217215848799405
507	BRCA	aa58c09a-7799-4675-8310-d270224b163e	RC_transposons	49644	350719667	63	428199	0.0012690355329949238	0.0012209152787545274
508	BRCA	aa58c09a-7799-4675-8310-d270224b163e	SINE	45502579	305266732	59328	368934	0.0013038381846444352	0.001208562746365693
509	BRCA	aa58c09a-7799-4675-8310-d270224b163e	SVA	513537	350255774	644	427618	0.0012540479069667813	0.0012208735208459405
510	BRCA	aacaba97-ecde-440b-aae0-0e9c608c4b24	DNA_transposons	11364604	339404707	14245	414732	0.001253453265947498	0.0012219394470566374
511	BRCA	aacaba97-ecde-440b-aae0-0e9c608c4b24	LINE	74087089	276682222	92355	336622	0.0012465734751705524	0.0012166376197455867
512	BRCA	aacaba97-ecde-440b-aae0-0e9c608c4b24	LTR	31965907	318803404	38841	390136	0.0012150757993508521	0.0012237510487811479
513	BRCA	aacaba97-ecde-440b-aae0-0e9c608c4b24	RC_transposons	49644	350719667	63	428914	0.0012690355329949238	0.0012229539440113577
514	BRCA	aacaba97-ecde-440b-aae0-0e9c608c4b24	SINE	45502579	305266732	59404	369573	0.0013055084196436427	0.0012106559977193977
515	BRCA	aacaba97-ecde-440b-aae0-0e9c608c4b24	SVA	513537	350255774	646	428331	0.0012579424656840696	0.0012229091760811344
516	BRCA	b27d75ba-5989-4200-bfe9-f1b7d7cf8008	DNA_transposons	11364604	339404707	14346	417763	0.0012623405091809622	0.0012308697887327767
517	BRCA	b27d75ba-5989-4200-bfe9-f1b7d7cf8008	LINE	74087089	276682222	93030	339079	0.0012556843743718963	0.0012255178433546049
518	BRCA	b27d75ba-5989-4200-bfe9-f1b7d7cf8008	LTR	31965907	318803404	39131	392978	0.0012241479648927216	0.0012326656336454926
519	BRCA	b27d75ba-5989-4200-bfe9-f1b7d7cf8008	RC_transposons	49644	350719667	65	432044	0.001309322375312223	0.0012318784506601393
520	BRCA	b27d75ba-5989-4200-bfe9-f1b7d7cf8008	SINE	45502579	305266732	59824	372285	0.0013147386656918942	0.0012195400316337124
521	BRCA	b27d75ba-5989-4200-bfe9-f1b7d7cf8008	SVA	513537	350255774	649	431460	0.0012637843037600017	0.0012318426476532547
522	BRCA	b752b444-f033-4be4-9d24-e5e80b4181af	DNA_transposons	11364604	339404707	14393	419266	0.0012664761570222772	0.0012352981303821457
523	BRCA	b752b444-f033-4be4-9d24-e5e80b4181af	LINE	74087089	276682222	93365	340294	0.0012602060799014523	0.0012299091627217017
524	BRCA	b752b444-f033-4be4-9d24-e5e80b4181af	LTR	31965907	318803404	39281	394378	0.0012288404643109297	0.0012370570547609334
525	BRCA	b752b444-f033-4be4-9d24-e5e80b4181af	RC_transposons	49644	350719667	65	433594	0.001309322375312223	0.001236297934783338
526	BRCA	b752b444-f033-4be4-9d24-e5e80b4181af	SINE	45502579	305266732	60017	373642	0.0013189801835188286	0.0012239853244145845
527	BRCA	b752b444-f033-4be4-9d24-e5e80b4181af	SVA	513537	350255774	650	433009	0.0012657315831186458	0.0012362651300646366
528	BRCA	c61ded54-f80e-4da8-b1d8-e22551c96118	DNA_transposons	11364604	339404707	14425	420183	0.0012692919172546618	0.0012379999196652273
529	BRCA	c61ded54-f80e-4da8-b1d8-e22551c96118	LINE	74087089	276682222	93586	341022	0.0012631890557881144	0.0012325403400873368
530	BRCA	c61ded54-f80e-4da8-b1d8-e22551c96118	LTR	31965907	318803404	39372	395236	0.0012316872472913094	0.001239748368558825
531	BRCA	c61ded54-f80e-4da8-b1d8-e22551c96118	RC_transposons	49644	350719667	65	434543	0.001309322375312223	0.0012390037995787674
532	BRCA	c61ded54-f80e-4da8-b1d8-e22551c96118	SINE	45502579	305266732	60150	374458	0.0013219030947674416	0.0012266583965657941
533	BRCA	c61ded54-f80e-4da8-b1d8-e22551c96118	SVA	513537	350255774	653	433955	0.001271573421194578	0.001238966013448218
534	BRCA	c67409b2-ac25-42a0-8543-4636ef132fe4	DNA_transposons	11364604	339404707	14441	420836	0.0012706997973708544	0.0012399238764829504
535	BRCA	c67409b2-ac25-42a0-8543-4636ef132fe4	LINE	74087089	276682222	93748	341529	0.001265375671596437	0.001234372767181261
536	BRCA	c67409b2-ac25-42a0-8543-4636ef132fe4	LTR	31965907	318803404	39414	395863	0.0012330011471284078	0.001241715097872669
537	BRCA	c67409b2-ac25-42a0-8543-4636ef132fe4	RC_transposons	49644	350719667	65	435212	0.001309322375312223	0.0012409113059519414
538	BRCA	c67409b2-ac25-42a0-8543-4636ef132fe4	SINE	45502579	305266732	60250	375027	0.0013241007723979778	0.0012285223402594685
539	BRCA	c67409b2-ac25-42a0-8543-4636ef132fe4	SVA	513537	350255774	655	434622	0.0012754679799118662	0.001240870336087593
540	BRCA	cc4f9175-a8c8-424a-99d7-8bd11cae0e52	DNA_transposons	11364604	339404707	14606	425666	0.0012852185610690878	0.001254154674996891
541	BRCA	cc4f9175-a8c8-424a-99d7-8bd11cae0e52	LINE	74087089	276682222	94854	345418	0.0012803040486581948	0.0012484286034105943
542	BRCA	cc4f9175-a8c8-424a-99d7-8bd11cae0e52	LTR	31965907	318803404	39857	400415	0.0012468596620768496	0.0012559934899565878
543	BRCA	cc4f9175-a8c8-424a-99d7-8bd11cae0e52	RC_transposons	49644	350719667	66	440206	0.0013294657964708727	0.0012551505986688792
544	BRCA	cc4f9175-a8c8-424a-99d7-8bd11cae0e52	SINE	45502579	305266732	60985	379287	0.0013402537029824177	0.0012424773492841663
545	BRCA	cc4f9175-a8c8-424a-99d7-8bd11cae0e52	SVA	513537	350255774	661	439611	0.0012871516560637305	0.0012551142126210888
